f_qual,f_annee_construction,f_CuisineQual,f_cheminee,f_Quartier,f_surface_habitable,f_nb_places,f_surface_sous_sol,f_surface_1er_etage,f_nb_salle_bain,f_prix
7,après 2000,Gd,1,CollgCr,1456,2.0,728.0,728,2,189000
6,après 2000,Gd,1,CollgCr,848,2.0,848.0,848,1,149300
6,après 2000,Gd,1,CollgCr,848,2.0,848.0,848,1,141000
6,après 2000,Gd,1,CollgCr,848,2.0,848.0,848,1,149000
6,après 2000,Gd,1,CollgCr,848,2.0,848.0,848,1,144500
5,1900-1950,TA,0,Edwards,796,0.0,796.0,796,1,85000
5,avant 1900,TA,0,Edwards,2200,0.0,1272.0,1272,2,145900
5,1950-1980,TA,0,Edwards,1092,1.0,1092.0,1092,1,123000
5,1950-1980,TA,0,Edwards,1256,1.0,1256.0,1256,1,147500
5,1950-1980,TA,0,Edwards,1033,2.0,456.0,1033,1,165000
6,1950-1980,TA,1,Edwards,1127,2.0,1127.0,1127,1,135000
5,1900-1950,TA,1,Edwards,996,0.0,996.0,996,1,108000
4,1950-1980,TA,0,Edwards,1181,2.0,1138.0,1181,2,137500
7,après 2000,Gd,1,Edwards,1656,2.0,746.0,760,2,165400
6,1950-1980,TA,1,Edwards,1117,2.0,1029.0,1117,1,147000
6,1950-1980,TA,1,Edwards,1398,2.0,684.0,684,1,160500
4,après 2000,Gd,0,Edwards,1132,2.0,1132.0,1132,1,176000
5,1950-1980,Ex,1,Edwards,3820,2.0,0.0,3820,3,284700
10,après 2000,Ex,1,Edwards,5642,2.0,6110.0,4692,2,160000
6,après 2000,TA,0,Edwards,1072,2.0,547.0,1072,1,148000
4,1950-1980,Fa,0,Edwards,1152,0.0,0.0,1152,2,82000
4,1950-1980,TA,0,Edwards,1152,0.0,0.0,1152,2,82000
4,1950-1980,Fa,0,Edwards,1440,0.0,1440.0,1440,2,118000
4,1950-1980,TA,0,Edwards,1152,0.0,0.0,1152,2,82500
4,1950-1980,TA,0,Edwards,784,0.0,784.0,784,1,91900
5,1900-1950,Ex,0,Edwards,1053,0.0,585.0,585,1,120000
5,1900-1950,TA,0,Edwards,1137,0.0,0.0,929,1,96000
4,1950-1980,TA,0,Edwards,930,1.0,911.0,930,1,99000
5,1900-1950,TA,0,Edwards,1200,1.0,768.0,768,1,130500
4,1950-1980,TA,0,Edwards,1470,1.0,941.0,997,2,135000
5,1950-1980,TA,0,Edwards,1393,1.0,816.0,872,1,135500
4,1950-1980,TA,0,Edwards,1204,1.0,416.0,1204,1,100000
4,1900-1950,Gd,0,Edwards,1292,1.0,949.0,949,1,108000
5,1900-1950,TA,0,Edwards,864,0.0,864.0,864,1,98000
3,1900-1950,TA,0,Edwards,864,0.0,864.0,864,1,67000
5,1900-1950,Fa,0,SWISU,1716,0.0,780.0,936,2,135900
6,1900-1950,Fa,0,SWISU,1482,1.0,672.0,810,2,140000
5,1900-1950,Gd,1,SWISU,2192,1.0,720.0,1052,2,179500
6,1900-1950,TA,1,SWISU,1694,2.0,1181.0,1390,2,136500
7,1900-1950,TA,1,SWISU,1424,1.0,1228.0,1424,2,168000
5,1900-1950,TA,0,SWISU,2601,2.0,612.0,990,3,189000
6,1900-1950,TA,1,SWISU,1920,2.0,960.0,960,2,161900
6,1900-1950,TA,1,Crawfor,1316,1.0,644.0,672,1,145000
6,1900-1950,TA,1,Crawfor,2555,2.0,588.0,1423,2,191000
6,1900-1950,TA,0,Crawfor,1680,1.0,840.0,840,2,177000
6,1900-1950,TA,0,Crawfor,1264,2.0,676.0,676,1,147500
6,1900-1950,TA,0,SWISU,790,1.0,768.0,790,1,91000
8,1900-1950,Gd,1,Crawfor,1512,1.0,798.0,798,2,231000
6,1900-1950,TA,0,SWISU,1639,1.0,1064.0,1166,1,115000
6,1900-1950,TA,1,Crawfor,1603,2.0,784.0,819,1,138000
7,1900-1950,TA,1,Crawfor,1502,1.0,776.0,851,1,149000
6,1900-1950,TA,1,Crawfor,1660,1.0,715.0,849,1,188700
5,1900-1950,Gd,1,Crawfor,1938,1.0,942.0,1265,2,198000
5,1900-1950,TA,0,Crawfor,1374,1.0,884.0,932,1,110000
6,1950-1980,TA,1,Crawfor,1091,1.0,1091.0,1091,1,104000
8,1900-1950,TA,1,Crawfor,1873,2.0,608.0,983,1,257076
8,1900-1950,Gd,1,Crawfor,3447,3.0,728.0,1968,3,381000
7,1900-1950,Gd,1,Crawfor,1954,2.0,798.0,1137,1,311500
7,1900-1950,Gd,1,Crawfor,2161,2.0,832.0,1218,2,263400
5,1950-1980,TA,1,Crawfor,1898,2.0,1898.0,1898,2,236500
6,1950-1980,Gd,1,Crawfor,1640,2.0,1296.0,1640,1,224000
6,1950-1980,TA,1,Blueste,1032,2.0,516.0,516,1,116500
6,1950-1980,TA,1,Blueste,1556,2.0,716.0,716,2,151000
6,1900-1950,TA,0,IDOTRR,919,1.0,894.0,919,1,126000
6,1900-1950,TA,0,IDOTRR,1090,1.0,720.0,760,1,120000
4,1900-1950,TA,0,IDOTRR,796,0.0,796.0,796,1,55000
6,1900-1950,TA,0,IDOTRR,816,1.0,816.0,816,1,120500
5,1900-1950,TA,1,IDOTRR,778,1.0,740.0,778,1,120500
5,1900-1950,TA,0,IDOTRR,1200,0.0,780.0,780,1,119000
5,1950-1980,TA,1,IDOTRR,1656,1.0,624.0,1092,1,126000
5,1900-1950,TA,0,IDOTRR,912,1.0,520.0,912,1,99500
5,1950-1980,TA,0,IDOTRR,1955,1.0,1151.0,1151,2,165500
1,1950-1980,Fa,0,IDOTRR,733,2.0,0.0,733,1,13100
4,avant 1900,TA,0,IDOTRR,1361,1.0,173.0,825,1,89000
4,1900-1950,TA,0,IDOTRR,1317,1.0,649.0,649,1,40000
4,1900-1950,TA,0,IDOTRR,1049,1.0,356.0,671,1,80900
3,1900-1950,TA,0,IDOTRR,894,3.0,894.0,894,1,81000
4,1900-1950,Fa,0,IDOTRR,864,1.0,592.0,432,1,65000
8,après 2000,Gd,1,Crawfor,1652,2.0,1600.0,1652,2,392500
8,après 2000,Ex,1,Crawfor,1648,2.0,1596.0,1648,2,294464
7,après 2000,Ex,1,Crawfor,1646,2.0,1594.0,1646,2,250000
8,après 2000,Gd,1,Crawfor,1646,2.0,1594.0,1646,2,275000
7,1980-2000,Gd,0,Mitchel,2032,3.0,1840.0,2032,3,300000
8,après 2000,Gd,1,Mitchel,1689,3.0,1568.0,1689,2,271000
7,1980-2000,Gd,1,Mitchel,1820,3.0,910.0,910,2,213000
6,1950-1980,TA,1,Mitchel,1118,1.0,1096.0,1118,1,171000
6,1950-1980,TA,1,Mitchel,1279,2.0,1196.0,1279,2,171500
5,1950-1980,TA,0,Mitchel,1872,2.0,0.0,936,2,100000
4,1980-2000,TA,1,Mitchel,1689,2.0,1680.0,1689,2,228500
5,1950-1980,TA,1,Timber,1786,2.0,1499.0,1619,2,228950
7,1980-2000,Gd,1,Timber,1501,2.0,1277.0,1501,2,241500
8,1950-1980,Gd,1,Timber,2898,2.0,1565.0,2898,2,287000
8,après 2000,Gd,0,Timber,1537,3.0,1518.0,1537,2,294000
8,après 2000,Gd,1,Timber,1646,3.0,1638.0,1646,2,293077
8,après 2000,Gd,1,Timber,1780,2.0,920.0,920,2,264966
5,après 2000,TA,0,Timber,1442,2.0,352.0,712,2,172500
5,après 2000,Gd,0,Timber,1394,2.0,384.0,754,2,167500
7,après 2000,Gd,0,Timber,1612,3.0,796.0,796,2,218689
6,1980-2000,TA,1,Timber,1495,2.0,1495.0,1495,2,150000
6,1980-2000,TA,1,Timber,1651,2.0,1606.0,1651,2,184000
6,1980-2000,Gd,1,Timber,1256,2.0,1256.0,1256,2,180000
6,1980-2000,Gd,1,Timber,1509,2.0,1461.0,1509,2,175000
8,après 2000,Gd,1,Timber,1440,2.0,1432.0,1440,2,232500
6,1980-2000,Gd,0,Timber,1675,2.0,1666.0,1675,2,195000
8,après 2000,Gd,1,Timber,2262,3.0,1482.0,1482,2,305000
8,après 2000,Gd,1,Timber,1728,2.0,1884.0,1728,2,298751
8,après 2000,Gd,1,Timber,1964,3.0,1964.0,1964,2,370000
7,1980-2000,TA,0,Mitchel,1344,4.0,1344.0,1344,2,209200
7,1980-2000,TA,0,Mitchel,1344,4.0,1344.0,1344,2,206300
5,après 2000,TA,0,Mitchel,1092,0.0,1092.0,1092,1,146000
6,1980-2000,TA,0,Mitchel,1189,2.0,1189.0,1189,2,160500
4,1950-1980,TA,0,Mitchel,1200,3.0,1200.0,1200,1,173000
5,1950-1980,TA,0,MeadowV,1040,2.0,1040.0,1040,1,124000
5,1950-1980,TA,1,MeadowV,1304,1.0,264.0,616,1,115000
5,1950-1980,TA,1,MeadowV,1475,1.0,550.0,925,2,129500
4,1950-1980,TA,0,MeadowV,988,1.0,526.0,526,1,105000
4,1950-1980,TA,1,MeadowV,988,1.0,462.0,526,1,94900
5,1950-1980,Gd,0,Mitchel,1160,1.0,1113.0,1160,1,152500
6,1950-1980,TA,0,MeadowV,1092,0.0,546.0,546,2,98000
4,1950-1980,TA,0,MeadowV,630,0.0,630.0,630,1,81000
5,1950-1980,TA,0,Mitchel,988,2.0,988.0,988,1,113000
5,1980-2000,TA,0,Mitchel,816,1.0,816.0,816,1,128500
5,1980-2000,TA,0,Mitchel,923,1.0,876.0,923,1,119500
5,1980-2000,Gd,1,Mitchel,816,1.0,816.0,816,1,130500
5,1980-2000,TA,0,Mitchel,816,2.0,816.0,816,1,138000
5,1980-2000,Gd,0,Mitchel,845,1.0,845.0,845,1,134500
6,1900-1950,TA,0,Mitchel,1750,1.0,983.0,983,2,160000
5,1980-2000,TA,0,Mitchel,889,2.0,864.0,889,1,137500
5,1950-1980,TA,1,Mitchel,1968,2.0,784.0,1168,2,172000
5,avant 1900,TA,0,IDOTRR,1836,1.0,686.0,1150,2,103000
6,1950-1980,TA,1,NAmes,1587,2.0,1587.0,1587,2,167300
7,1950-1980,TA,1,NAmes,1277,2.0,1277.0,1277,1,167000
7,1950-1980,TA,1,NAmes,2223,2.0,2223.0,2223,2,244000
8,1950-1980,Gd,1,NAmes,2217,2.0,2217.0,2217,2,268000
7,après 2000,Gd,1,Gilbert,1733,2.0,847.0,847,2,225000
6,1980-2000,TA,1,Gilbert,1572,2.0,806.0,806,2,168000
6,1980-2000,TA,0,Gilbert,1470,2.0,794.0,794,2,177000
6,1980-2000,TA,1,Gilbert,1600,2.0,916.0,916,2,169000
6,1980-2000,TA,1,Gilbert,1384,2.0,384.0,754,2,161500
8,1980-2000,Ex,0,StoneBr,1652,2.0,1494.0,1652,2,251000
6,1980-2000,TA,1,Gilbert,1694,2.0,392.0,924,2,160000
6,1980-2000,TA,1,Gilbert,1714,2.0,923.0,947,2,180000
7,1980-2000,Gd,0,Gilbert,1553,2.0,691.0,691,2,178750
7,1980-2000,TA,1,Gilbert,1253,2.0,1237.0,1253,2,176000
6,1980-2000,TA,1,Gilbert,2299,2.0,938.0,957,3,204000
7,1980-2000,Gd,0,Gilbert,1187,2.0,1168.0,1187,2,160000
7,1980-2000,Gd,1,Gilbert,1472,2.0,384.0,802,2,160000
7,1980-2000,Gd,1,Gilbert,1482,2.0,384.0,812,2,163900
6,1980-2000,TA,1,Gilbert,1642,2.0,903.0,910,2,168000
6,1950-1980,TA,1,Gilbert,1128,2.0,1302.0,1128,1,154204
8,1980-2000,Gd,0,StoneBr,1088,2.0,1074.0,1088,1,170000
7,1980-2000,Gd,1,StoneBr,2090,2.0,1190.0,1190,2,207500
8,1980-2000,TA,0,StoneBr,1179,2.0,1166.0,1179,2,182000
8,1980-2000,Gd,1,StoneBr,1321,2.0,1312.0,1321,1,212000
9,après 2000,Gd,1,StoneBr,1922,3.0,1922.0,1922,2,377426
8,après 2000,Ex,1,StoneBr,2541,3.0,1149.0,1164,3,349265
9,après 2000,Gd,1,StoneBr,2338,3.0,2660.0,2338,2,591587
5,1950-1980,TA,0,Gilbert,1424,3.0,1100.0,1424,1,155000
9,après 2000,Ex,1,StoneBr,1612,2.0,1612.0,1612,2,319900
8,après 2000,Gd,1,StoneBr,1419,2.0,1419.0,1419,2,392000
8,après 2000,Gd,1,StoneBr,2234,2.0,2220.0,2234,1,441929
10,après 2000,Ex,1,StoneBr,2042,3.0,1742.0,2042,2,455000
6,1980-2000,Gd,1,NWAmes,1440,2.0,1440.0,1440,2,182900
6,1980-2000,TA,0,NWAmes,1284,2.0,1284.0,1284,2,174000
6,1980-2000,TA,1,NWAmes,1868,2.0,585.0,1140,3,178000
7,1980-2000,Gd,1,NWAmes,1479,2.0,725.0,725,2,176000
7,1950-1980,Gd,1,NWAmes,1664,2.0,1529.0,1664,2,213000
7,1950-1980,Gd,1,NWAmes,1930,2.0,780.0,1085,2,192000
7,1950-1980,TA,1,NWAmes,1969,2.0,808.0,1161,2,190000
6,1950-1980,Gd,1,NWAmes,2030,2.0,848.0,1118,2,195000
6,1950-1980,TA,1,NWAmes,1032,2.0,1032.0,1032,2,148000
6,1980-2000,Gd,0,NWAmes,1177,2.0,1153.0,1177,2,151500
7,1950-1980,TA,1,NWAmes,1725,2.0,539.0,1040,2,197000
6,1950-1980,TA,1,NWAmes,1353,2.0,1259.0,1353,2,192350
5,1950-1980,TA,0,NWAmes,1620,2.0,780.0,780,2,152000
6,1950-1980,TA,1,NWAmes,1220,2.0,1625.0,1220,2,170000
5,1950-1980,TA,1,NWAmes,1484,2.0,1484.0,1484,2,175000
6,1950-1980,TA,1,NWAmes,1743,2.0,702.0,1041,1,175000
7,1950-1980,TA,1,NWAmes,1935,2.0,793.0,1142,2,197900
7,1950-1980,Gd,1,NWAmes,1324,2.0,1228.0,1324,2,174000
6,1950-1980,TA,1,NWAmes,1877,2.0,1084.0,1084,2,178900
5,1950-1980,TA,0,NAmes,1109,1.0,372.0,576,1,139000
6,1950-1980,TA,0,NAmes,981,2.0,981.0,981,1,143250
7,1950-1980,Gd,0,NAmes,1479,2.0,725.0,725,1,184000
5,1950-1980,TA,0,NAmes,1422,2.0,925.0,1422,1,155000
5,1950-1980,Ex,0,NAmes,914,1.0,914.0,914,1,133000
5,1950-1980,TA,0,NAmes,950,1.0,950.0,950,1,119500
4,1950-1980,TA,0,NAmes,872,4.0,858.0,872,1,123000
4,1950-1980,TA,0,NAmes,858,1.0,858.0,858,1,110000
4,1950-1980,TA,0,NAmes,914,1.0,914.0,914,1,128000
4,1950-1980,TA,0,NAmes,864,2.0,864.0,864,1,120500
7,1980-2000,TA,0,NAmes,767,1.0,723.0,767,1,133000
6,après 2000,Gd,1,NAmes,1337,2.0,1337.0,1337,2,155000
6,1980-2000,Gd,1,NAmes,1337,2.0,1405.0,1337,2,177000
6,1950-1980,TA,0,BrDale,1092,1.0,525.0,525,1,113500
6,1950-1980,TA,0,BrDale,1218,1.0,672.0,672,1,113000
6,1950-1980,Ex,0,BrDale,1218,1.0,672.0,672,1,113700
5,1950-1980,TA,0,BrDale,1302,2.0,630.0,630,2,106000
5,1950-1980,TA,0,BrDale,1365,2.0,765.0,765,1,122500
6,1950-1980,TA,1,NPkVill,958,2.0,1078.0,958,2,128000
6,1950-1980,Gd,1,NPkVill,1548,2.0,804.0,804,2,155000
7,1950-1980,TA,0,NPkVill,1055,1.0,1061.0,1055,2,142500
5,1950-1980,TA,0,NAmes,988,1.0,988.0,988,1,129250
9,après 2000,Ex,1,NridgHt,1816,3.0,1790.0,1816,2,356000
9,après 2000,Gd,1,NridgHt,1828,3.0,1822.0,1828,2,314813
8,après 2000,Gd,0,NridgHt,1694,3.0,1694.0,1694,2,318000
8,après 2000,Gd,1,NridgHt,1694,3.0,1694.0,1694,2,322400
8,après 2000,Ex,1,NridgHt,1734,3.0,1734.0,1734,2,318000
8,après 2000,Gd,1,NridgHt,2122,3.0,2108.0,2122,2,345474
9,après 2000,Ex,1,NridgHt,2121,3.0,2121.0,2121,2,415298
9,après 2000,Ex,1,NridgHt,2656,3.0,1934.0,1943,2,492000
8,après 2000,Ex,1,NridgHt,2550,3.0,1108.0,1148,2,338931
10,après 2000,Ex,1,NridgHt,2046,3.0,1994.0,2046,2,450000
7,après 2000,Gd,1,NridgHt,2172,3.0,1063.0,1071,2,280000
9,après 2000,Ex,1,NridgHt,2552,3.0,2552.0,2552,2,479069
8,après 2000,Gd,1,NridgHt,1973,3.0,1935.0,1973,2,395000
9,après 2000,Ex,1,NridgHt,2643,3.0,2153.0,2069,2,380000
8,après 2000,Gd,1,NridgHt,1634,3.0,1626.0,1634,2,250000
8,après 2000,Gd,1,NridgHt,1976,3.0,1976.0,1976,2,440000
9,après 2000,Ex,1,NridgHt,2758,3.0,1704.0,1722,2,418000
10,après 2000,Ex,1,NridgHt,2290,3.0,2320.0,2290,2,500067
8,après 2000,Gd,1,NridgHt,2152,2.0,1582.0,1582,2,260116
8,après 2000,Gd,1,NridgHt,2473,3.0,1143.0,1143,2,317000
8,après 2000,Ex,1,NridgHt,2100,3.0,918.0,958,2,319500
8,après 2000,Ex,1,NridgHt,2161,3.0,1582.0,1610,1,325624
9,après 2000,Ex,1,NridgHt,1802,3.0,1802.0,1802,2,372000
8,après 2000,Ex,1,NridgHt,2956,3.0,1706.0,1718,2,342000
8,après 2000,Gd,1,NridgHt,2468,3.0,1136.0,1136,2,354000
8,après 2000,Gd,1,NridgHt,2385,3.0,1317.0,1217,2,350000
8,après 2000,Ex,1,NridgHt,2374,3.0,1181.0,1234,2,285000
8,après 2000,Ex,1,NridgHt,1818,3.0,895.0,895,2,281500
7,après 2000,Gd,0,NridgHt,1614,3.0,1614.0,1614,2,245700
8,après 2000,Gd,0,NridgHt,1721,2.0,1721.0,1721,2,232698
8,après 2000,Gd,0,NridgHt,1828,3.0,1298.0,1298,2,250000
6,après 2000,Gd,1,NridgHt,1362,2.0,1362.0,1362,2,194700
6,après 2000,Gd,1,NridgHt,1302,2.0,1302.0,1302,1,204000
6,après 2000,Gd,1,NridgHt,1302,2.0,1302.0,1302,1,200000
6,après 2000,Gd,1,NridgHt,1362,2.0,1362.0,1362,2,207000
8,après 2000,Gd,1,NridgHt,1554,2.0,1554.0,1554,2,209500
8,après 2000,Gd,1,NridgHt,1554,2.0,1554.0,1554,2,209500
8,après 2000,Gd,1,NridgHt,1370,2.0,1370.0,1370,2,202500
9,après 2000,Ex,1,NridgHt,1577,2.0,1577.0,1577,2,280000
9,après 2000,Ex,1,NridgHt,1561,2.0,1561.0,1561,2,277500
9,après 2000,Ex,1,NridgHt,1869,2.0,1869.0,1869,2,318061
8,après 2000,Gd,1,NridgHt,1324,2.0,1324.0,1324,2,221370
7,après 2000,Gd,1,NridgHt,1405,2.0,1405.0,1405,2,200000
6,après 2000,Gd,0,Gilbert,1496,2.0,768.0,768,3,181755
6,après 2000,Gd,1,Gilbert,1536,2.0,768.0,768,2,176000
6,après 2000,Gd,1,Gilbert,1484,2.0,783.0,783,2,178900
7,après 2000,Gd,0,Gilbert,1458,2.0,608.0,608,2,168165
6,après 2000,Gd,1,Gilbert,1495,2.0,738.0,738,2,171925
6,après 2000,Gd,1,Gilbert,1746,3.0,698.0,698,2,198444
6,après 2000,Gd,0,Gilbert,1326,2.0,1326.0,1326,2,203000
7,après 2000,Gd,1,Gilbert,1456,2.0,728.0,728,2,179540
7,après 2000,Gd,0,Gilbert,1302,2.0,1302.0,1302,2,176485
7,après 2000,Gd,0,Gilbert,1340,2.0,1340.0,1340,2,181134
6,après 2000,Gd,1,Gilbert,1412,2.0,616.0,616,2,156932
6,après 2000,Gd,0,Gilbert,1504,2.0,752.0,752,2,166000
7,après 2000,Gd,0,Gilbert,1456,2.0,728.0,728,2,177594
7,après 2000,Gd,0,Gilbert,1258,2.0,1246.0,1258,2,173500
7,après 2000,Gd,1,Blmngtn,1258,3.0,1258.0,1258,2,172500
7,après 2000,Gd,1,Blmngtn,1402,3.0,1258.0,1402,0,194201
8,après 2000,Gd,1,Blmngtn,1589,3.0,1406.0,1589,2,226500
7,après 2000,Gd,1,Blmngtn,1266,2.0,1266.0,1266,2,185485
7,après 2000,Gd,1,Gilbert,1530,3.0,1530.0,1530,2,259000
7,après 2000,Gd,0,Gilbert,1119,2.0,835.0,1119,2,188500
7,après 2000,Gd,1,Gilbert,1374,2.0,384.0,744,2,175000
7,après 2000,Gd,1,Gilbert,1959,2.0,847.0,847,2,215000
7,après 2000,Gd,1,Gilbert,1525,2.0,1510.0,1525,2,206580
7,après 2000,Gd,1,Gilbert,1720,2.0,840.0,840,2,183500
7,après 2000,Gd,1,Gilbert,1394,2.0,384.0,754,2,165500
7,après 2000,Gd,1,Gilbert,1948,2.0,847.0,847,2,211000
6,1980-2000,TA,1,Gilbert,1690,2.0,924.0,948,2,181000
7,après 2000,Gd,1,Gilbert,1995,2.0,854.0,864,2,219500
6,1980-2000,TA,1,Gilbert,1647,2.0,953.0,953,2,175000
7,1980-2000,TA,1,Gilbert,1430,2.0,384.0,774,2,170000
7,après 2000,Gd,0,Gilbert,1320,2.0,660.0,660,2,162000
6,1980-2000,TA,1,Gilbert,1690,2.0,915.0,940,2,187000
6,1980-2000,TA,1,Gilbert,1644,2.0,941.0,961,2,185000
10,1980-2000,Ex,1,NoRidge,4476,3.0,2396.0,2411,3,745000
8,1980-2000,Gd,1,NoRidge,2551,3.0,1779.0,1779,2,384500
8,1980-2000,Gd,1,NoRidge,2285,3.0,969.0,997,2,248000
10,après 2000,Ex,1,NoRidge,2633,3.0,2633.0,2633,2,466500
9,1980-2000,Gd,1,NoRidge,3078,3.0,1408.0,1671,2,410000
8,1980-2000,Gd,1,NoRidge,2582,3.0,1389.0,1411,2,322500
7,1980-2000,Gd,1,NoRidge,2385,3.0,1066.0,1108,2,252000
10,1980-2000,Ex,1,NoRidge,4316,3.0,2444.0,2444,3,755000
7,1980-2000,TA,1,NoRidge,2013,2.0,1117.0,1127,2,269790
7,1980-2000,Gd,1,NoRidge,2398,3.0,1379.0,1383,2,315750
7,1980-2000,Gd,1,NoRidge,2520,3.0,1203.0,1214,2,290000
8,1980-2000,Gd,1,NoRidge,2531,3.0,1318.0,1328,2,290000
8,1980-2000,Gd,1,NoRidge,3228,2.0,3200.0,3228,3,430000
8,1980-2000,Gd,1,NoRidge,2202,2.0,1105.0,1105,2,263000
8,1980-2000,Gd,1,NoRidge,2538,3.0,1325.0,1335,2,330000
7,après 2000,Gd,0,Somerst,1369,2.0,1369.0,1369,2,213133
8,après 2000,Gd,1,Somerst,1542,3.0,1542.0,1542,2,260261
9,après 2000,Ex,1,Somerst,1905,3.0,1905.0,1905,2,320000
8,après 2000,Gd,0,Somerst,1464,3.0,1485.0,1464,2,282922
8,après 2000,Gd,1,Somerst,1534,2.0,1524.0,1534,2,215000
10,après 2000,Ex,1,Somerst,1966,3.0,1966.0,1966,2,419005
8,après 2000,Gd,1,Somerst,1636,3.0,1623.0,1636,2,255000
8,après 2000,Gd,1,Somerst,1795,3.0,1795.0,1795,2,147000
7,après 2000,Gd,1,Somerst,1528,2.0,1528.0,1528,3,235876
7,après 2000,Ex,1,Somerst,1726,3.0,1726.0,1726,2,311872
7,après 2000,Gd,0,Somerst,1689,3.0,1689.0,1689,2,248328
8,après 2000,Gd,1,Somerst,1588,3.0,1588.0,1588,2,227000
8,après 2000,Gd,0,Somerst,1538,2.0,1538.0,1538,2,260000
8,après 2000,Gd,0,Somerst,1496,2.0,1496.0,1496,2,225000
7,après 2000,Gd,1,Somerst,1506,2.0,1494.0,1506,2,249000
8,après 2000,Gd,1,Somerst,1694,2.0,1686.0,1694,2,307000
7,après 2000,Gd,0,Somerst,1977,3.0,982.0,982,2,250000
8,après 2000,Gd,0,Somerst,1830,3.0,1302.0,1302,2,221300
8,après 2000,Gd,0,Somerst,1338,2.0,1338.0,1338,2,208900
7,après 2000,Gd,0,Somerst,1335,2.0,1335.0,1335,2,210400
8,après 2000,Gd,0,Somerst,1792,2.0,896.0,896,2,255000
5,après 2000,Gd,0,Somerst,1588,2.0,725.0,725,3,212109
8,après 2000,Gd,1,Somerst,1959,3.0,1088.0,1088,2,270000
8,après 2000,Ex,1,Somerst,2610,2.0,1184.0,1184,2,303477
8,après 2000,Ex,1,Somerst,1880,3.0,955.0,955,2,310013
8,après 2000,Gd,0,Somerst,1656,3.0,1656.0,1656,2,249700
7,après 2000,Gd,0,Somerst,1761,2.0,874.0,874,3,227875
8,après 2000,Ex,1,Somerst,1584,2.0,1574.0,1584,2,261329
8,après 2000,Gd,1,Somerst,1685,3.0,1685.0,1685,2,253000
6,après 2000,Gd,1,Somerst,2443,3.0,1158.0,1158,2,265000
8,après 2000,Gd,1,Somerst,2466,2.0,1580.0,1580,3,340000
6,après 2000,TA,0,SawyerW,1100,0.0,1100.0,1100,1,146000
7,après 2000,Gd,0,SawyerW,1143,0.0,1143.0,1143,1,147000
5,après 2000,Gd,0,SawyerW,1094,2.0,1094.0,1094,1,149000
7,après 2000,Gd,0,SawyerW,1486,2.0,1461.0,1486,2,181000
6,1980-2000,Gd,0,SawyerW,1721,2.0,928.0,936,2,201000
6,1980-2000,Gd,0,SawyerW,1820,2.0,864.0,920,2,191750
7,1980-2000,TA,0,SawyerW,1349,2.0,1349.0,1349,2,179000
7,1980-2000,Gd,1,SawyerW,1494,2.0,1482.0,1494,2,215000
6,1980-2000,Gd,0,SawyerW,1575,2.0,1575.0,1575,2,179200
6,1950-1980,TA,1,SawyerW,1266,1.0,630.0,630,1,128000
5,1980-2000,Gd,0,SawyerW,884,2.0,840.0,884,1,144000
5,1950-1980,TA,1,SawyerW,2020,2.0,0.0,2020,2,144000
5,1950-1980,TA,0,Sawyer,894,1.0,894.0,894,1,120750
5,1950-1980,TA,0,Sawyer,970,2.0,970.0,970,1,132500
5,1950-1980,TA,0,Sawyer,1057,2.0,1057.0,1057,1,132000
5,1950-1980,Gd,0,Sawyer,999,1.0,999.0,999,1,132500
4,1950-1980,Fa,0,Sawyer,1120,2.0,1040.0,1120,1,129000
5,1950-1980,TA,1,Sawyer,1696,1.0,1140.0,1696,1,143900
5,1950-1980,TA,0,Sawyer,1040,2.0,1040.0,1040,1,145000
5,1950-1980,TA,0,Sawyer,988,2.0,988.0,988,1,128500
5,1950-1980,TA,0,Sawyer,902,1.0,876.0,902,1,125500
7,1980-2000,Gd,1,Veenker,2503,2.0,1223.0,1271,2,300000
7,1950-1980,Gd,1,Veenker,2167,2.0,1192.0,1516,2,294000
5,1950-1980,TA,0,Sawyer,1037,2.0,1037.0,1037,1,129000
5,1950-1980,TA,1,Sawyer,1701,2.0,1390.0,1701,2,171000
6,1950-1980,Gd,1,Sawyer,1055,2.0,1044.0,1055,1,147000
8,1980-2000,Gd,1,NoRidge,2810,2.0,1453.0,1453,2,302000
8,1980-2000,Gd,1,NoRidge,2872,2.0,1683.0,2129,2,285000
8,après 2000,Gd,1,Somerst,1378,2.0,1378.0,1378,2,214000
8,après 2000,Gd,0,Somerst,1151,2.0,1141.0,1151,2,166000
8,après 2000,Gd,0,Somerst,1565,2.0,1511.0,1565,2,193800
7,après 2000,Gd,1,Somerst,1352,2.0,1352.0,1352,2,208900
7,après 2000,Gd,1,Somerst,1352,2.0,1352.0,1352,2,194000
8,après 2000,Gd,0,Somerst,1550,2.0,1550.0,1550,2,207500
7,après 2000,Gd,0,Somerst,1241,2.0,1241.0,1241,1,199900
7,après 2000,Gd,0,Somerst,1250,2.0,625.0,625,2,164700
6,1980-2000,TA,1,Somerst,1501,2.0,744.0,757,2,176500
6,1980-2000,TA,1,Somerst,1458,2.0,729.0,729,2,176000
6,1980-2000,Gd,1,Somerst,1512,2.0,756.0,756,2,168500
6,1980-2000,Gd,0,Somerst,1573,2.0,756.0,769,2,177000
6,1980-2000,Gd,1,Somerst,1525,2.0,756.0,769,2,177000
7,après 2000,Gd,0,Somerst,1102,2.0,551.0,551,2,148800
